Image,Percentage
Raspberry Pi OS (32-bit),46.21%
Raspberry Pi OS Lite (32-bit),14.31%
Raspberry Pi OS Full (32-bit),10.11%
Ubuntu Desktop 20.10 (RPi 4/400),5.58%
RetroPie 4.7.1 (RPI 4/400),2.66%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),2.33%
Raspberry Pi 4 EEPROM boot recovery,2.30%
Recalbox 7.1.1-Reloaded (Pi 3),2.29%
Ubuntu Server 20.04.1 LTS (RPi 3/4),2.25%
RetroPie 4.7.1 (RPI 2/3),2.17%
LibreELEC (RPi4),1.73%
Ubuntu Server 20.10 (RPi 3/4/400),1.56%
LibreELEC (RPi2/RPi3),1.43%
RISC OS (5.28),0.95%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.86%
RetroPie 4.7.1 (RPI 1/Zero),0.72%
Ubuntu Server 20.04.1 LTS (RPi 2/3/4),0.58%
Ubuntu Core 18 (RPi 3/4),0.50%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.41%
Recalbox 7.1.1-Reloaded (Pi 2),0.36%
Ubuntu Core 18 (RPi 2/3/4),0.31%
LibreELEC (RPi0/RPi1),0.31%
TLXOS RPi 4.9.2 (latest),0.05%
TLXOS RPi IoT 4.8.0 (LTS),0.01%
