Operating System,Percentage
Raspberry Pi OS (32-bit),42.97%
Raspberry Pi OS (other),23.88%
Ubuntu,14.03%
RetroPie,4.94%
Bootloader,4.29%
Recalbox,3.58%
LibreELEC,2.87%
Manjaro ARM Linux,2.13%
RISC OS Pi,0.68%
OctoPi,0.47%
ALT,0.08%
TLXOS,0.06%
info-beamer digital signage,0.03%
