Operating System,Percentage
Raspberry Pi OS (32-bit),47.72%
Raspberry Pi OS (other),23.67%
Ubuntu,12.10%
RetroPie,4.92%
Recalbox,4.69%
LibreELEC,3.32%
Misc utility images,2.26%
RISC OS Pi,1.12%
TLXOS,0.19%
