Operating System,Percentage
Raspberry Pi OS (32-bit),39.21%
Raspberry Pi OS (other),22.26%
Ubuntu,15.14%
Bootloader,5.63%
OctoPi,4.39%
RetroPie,3.80%
Recalbox,2.37%
Manjaro ARM Linux,1.93%
OSMC,1.53%
LibreELEC,1.42%
Home Assistant,0.94%
Homebridge,0.62%
RISC OS Pi,0.51%
info-beamer digital signage,0.12%
TLXOS,0.08%
ALT,0.06%
