Operating System,Percentage
Raspberry Pi OS (32-bit),43.25%
Raspberry Pi OS (other),24.14%
Ubuntu,13.92%
RetroPie,4.96%
Bootloader,4.22%
Recalbox,3.47%
LibreELEC,2.77%
Manjaro ARM Linux,2.00%
RISC OS Pi,0.65%
OctoPi,0.47%
ALT,0.10%
TLXOS,0.06%
