Operating System,Percentage
Raspberry Pi OS (32-bit),43.19%
Raspberry Pi OS (other),23.61%
Ubuntu,14.21%
RetroPie,4.96%
Bootloader,4.13%
Recalbox,3.39%
LibreELEC,2.91%
Manjaro ARM Linux,2.26%
RISC OS Pi,0.79%
OctoPi,0.44%
TLXOS,0.07%
ALT,0.04%
