Image,Percentage
Raspberry Pi OS (32-bit),46.08%
Raspberry Pi OS Lite (32-bit),14.63%
Raspberry Pi OS Full (32-bit),9.99%
Ubuntu Desktop 20.10 (RPi 4/400),5.88%
RetroPie 4.7.1 (RPI 4/400),2.76%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),2.59%
Raspberry Pi 4 EEPROM boot recovery,2.30%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.82%
RetroPie 4.7.1 (RPI 2/3),1.82%
Ubuntu Server 20.10 (RPi 3/4/400),1.75%
Recalbox 7.1.1-Reloaded (Pi 3),1.68%
LibreELEC (RPi4),1.61%
LibreELEC (RPi2/RPi3),1.39%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.98%
RISC OS (5.28),0.96%
RetroPie 4.7.1 (RPI 1/Zero),0.73%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.71%
Ubuntu Core 18 (RPi 3/4),0.54%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.40%
Ubuntu Core 18 (RPi 2/3/4),0.34%
LibreELEC (RPi0/RPi1),0.30%
Recalbox 7.1.1-Reloaded (Pi 2),0.20%
Manjaro ARM KDE Plasma 21.02 (RPi 3/3+/4/400),0.11%
SD Card Boot,0.11%
USB Boot,0.11%
TLXOS RPi 4.9.3 (latest),0.07%
Manjaro ARM XFCE 21.02 (RPi 3/3+/4/400),0.05%
Manjaro ARM MATE 21.02 (RPi 3/3+/4/400),0.04%
Manjaro ARM Minimal 21.02 (RPi 3/3+/4/400),0.02%
TLXOS RPi 4.8.1 (LTS),0.02%
TLXOS RPi IoT 4.8.1 (LTS),0.02%
Network Boot,0.01%
