Operating System,Percentage
Raspberry Pi OS (32-bit),47.39%
Raspberry Pi OS (other),25.25%
Ubuntu,11.65%
RetroPie,4.97%
Recalbox,4.49%
LibreELEC,3.00%
Misc utility images,2.25%
RISC OS Pi,0.88%
TLXOS,0.12%
