Operating System,Percentage
Raspberry Pi OS (32-bit),40.84%
Raspberry Pi OS (other),21.94%
Ubuntu,17.37%
Bootloader,4.71%
RetroPie,4.47%
Recalbox,3.61%
LibreELEC,2.67%
Manjaro ARM Linux,1.96%
Homebridge,0.85%
RISC OS Pi,0.69%
OctoPi,0.55%
info-beamer digital signage,0.13%
TLXOS,0.10%
ALT,0.10%
