Operating System,Percentage
Raspberry Pi OS (32-bit),40.62%
Raspberry Pi OS (other),22.49%
Ubuntu,16.60%
Recalbox,4.96%
RetroPie,4.87%
Bootloader,4.23%
LibreELEC,2.77%
Manjaro ARM Linux,2.06%
RISC OS Pi,0.71%
OctoPi,0.42%
info-beamer digital signage,0.19%
ALT,0.06%
TLXOS,0.05%
