Operating System,Percentage
Raspberry Pi OS (32-bit),46.73%
Raspberry Pi OS (other),24.80%
Ubuntu,12.30%
RetroPie,5.08%
Recalbox,4.43%
LibreELEC,3.37%
Misc utility images,2.20%
RISC OS Pi,0.97%
TLXOS,0.12%
