Operating System,Percentage
Raspberry Pi OS (32-bit),47.38%
Raspberry Pi OS (other),24.80%
Ubuntu,11.88%
RetroPie,4.90%
Recalbox,4.43%
LibreELEC,3.28%
Misc utility images,2.18%
RISC OS Pi,1.03%
TLXOS,0.12%
