Image,Percentage
Raspberry Pi OS (32-bit),45.72%
Raspberry Pi OS Lite (32-bit),14.52%
Raspberry Pi OS Full (32-bit),10.02%
Ubuntu Desktop 20.10 (RPi 4/400),5.81%
RetroPie 4.7.1 (RPI 4/400),2.77%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),2.61%
Raspberry Pi 4 EEPROM boot recovery,1.87%
RetroPie 4.7.1 (RPI 2/3),1.87%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.76%
Ubuntu Server 20.10 (RPi 3/4/400),1.73%
Recalbox 7.1.1-Reloaded (Pi 3),1.62%
LibreELEC (RPi4),1.59%
LibreELEC (RPi2/RPi3),1.35%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.98%
RISC OS (5.28),0.89%
RetroPie 4.7.1 (RPI 1/Zero),0.74%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.71%
Ubuntu Core 18 (RPi 3/4),0.55%
SD Card Boot,0.46%
USB Boot,0.45%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.39%
Ubuntu Core 18 (RPi 2/3/4),0.33%
Manjaro ARM KDE Plasma 21.02 (RPi 3/3+/4/400),0.29%
LibreELEC (RPi0/RPi1),0.28%
Recalbox 7.1.1-Reloaded (Pi 2),0.20%
Manjaro ARM XFCE 21.02 (RPi 3/3+/4/400),0.14%
Manjaro ARM MATE 21.02 (RPi 3/3+/4/400),0.10%
TLXOS RPi 4.9.3 (latest),0.06%
Manjaro ARM Minimal 21.02 (RPi 3/3+/4/400),0.06%
OctoPi,0.05%
Network Boot,0.04%
TLXOS RPi 4.8.1 (LTS),0.02%
TLXOS RPi IoT 4.8.1 (LTS),0.02%
