Image,Percentage
Raspberry Pi OS (32-bit),40.45%
Raspberry Pi OS Lite (32-bit),13.88%
Raspberry Pi OS Full (32-bit),8.96%
Ubuntu Desktop 21.04 (RPi 4/400),7.37%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),3.60%
Ubuntu Server 21.04 (RPi 3/4/400),2.53%
RetroPie 4.7.1 (RPI 4/400),2.44%
SD Card Boot,2.26%
USB Boot,1.96%
RetroPie 4.7.1 (RPI 2/3),1.64%
Recalbox 7.2.1-Reloaded - Pi4 / Pi400,1.54%
Recalbox 7.2.1-Reloaded - Pi3,1.43%
LibreELEC (RPi4),1.38%
Ubuntu Server 21.04 (RPi 2/3/4/400),1.17%
LibreELEC (RPi2/RPi3),1.01%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.89%
Manjaro ARM KDE Plasma 21.04 (RPi 3/3+/4/400),0.87%
Homebridge,0.87%
RISC OS (5.28),0.68%
RetroPie 4.7.1 (RPI 1/Zero),0.62%
Manjaro ARM XFCE 21.04 (RPi 3/3+/4/400),0.56%
Ubuntu Core 18 (RPi 3/4),0.55%
OctoPi,0.45%
Recalbox 7.2-Reloaded - Pi4 / Pi400,0.36%
Manjaro ARM MATE 21.04 (RPi 3/3+/4/400),0.33%
Ubuntu Core 18 (RPi 2/3/4),0.32%
Recalbox 7.2-Reloaded - Pi3,0.31%
Recalbox 7.2.1-Reloaded - Pi0 / Pi1 / GPiCase,0.31%
LibreELEC (RPi0/RPi1),0.24%
Manjaro ARM Minimal 21.04 (RPi 3/3+/4/400),0.23%
info-beamer OS,0.18%
Recalbox 7.2.1-Reloaded - Pi2,0.16%
Network Boot,0.16%
Recalbox 7.2-Reloaded - Pi0 / Pi1 / GPiCase,0.10%
TLXOS RPi 4.9.3 (latest),0.05%
Recalbox 7.2-Reloaded - Pi2,0.03%
ALT Workstation 9.1 (Raspberry Pi 4/3),0.03%
info-beamer OS (testing),0.02%
ALT Education 9.1 (Raspberry Pi 4/3),0.02%
Simply Linux 9.1 (Raspberry Pi 4/3),0.02%
OctoPi (mirror),0.01%
TLXOS RPi 4.8.1 (LTS),0.00%
TLXOS RPi IoT 4.8.1 (LTS),0.00%
