Operating System,Percentage
Raspberry Pi OS (32-bit),45.27%
Raspberry Pi OS (other),24.37%
Ubuntu,12.52%
RetroPie,5.36%
Recalbox,3.75%
LibreELEC,3.22%
Bootloader,1.84%
Misc utility images,1.39%
Manjaro ARM Linux,1.33%
RISC OS Pi,0.81%
TLXOS,0.11%
OctoPi,0.06%
