Image,Percentage
Raspberry Pi OS (32-bit),45.96%
Raspberry Pi OS Lite (32-bit),14.65%
Raspberry Pi OS Full (32-bit),10.28%
Ubuntu Desktop 20.10 (RPi 4/400),6.01%
RetroPie 4.7.1 (RPI 4/400),2.79%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),2.64%
Raspberry Pi 4 EEPROM boot recovery,2.39%
RetroPie 4.7.1 (RPI 2/3),1.85%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.75%
Ubuntu Server 20.10 (RPi 3/4/400),1.71%
LibreELEC (RPi4),1.66%
Recalbox 7.1.1-Reloaded (Pi 3),1.65%
LibreELEC (RPi2/RPi3),1.35%
Ubuntu Server 20.10 (RPi 2/3/4/400),1.02%
RISC OS (5.28),1.00%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.71%
RetroPie 4.7.1 (RPI 1/Zero),0.71%
Ubuntu Core 18 (RPi 3/4),0.53%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.39%
Ubuntu Core 18 (RPi 2/3/4),0.35%
LibreELEC (RPi0/RPi1),0.29%
Recalbox 7.1.1-Reloaded (Pi 2),0.22%
TLXOS RPi 4.9.3 (latest),0.06%
TLXOS RPi 4.8.1 (LTS),0.02%
TLXOS RPi IoT 4.8.1 (LTS),0.00%
