Operating System,Percentage
Raspberry Pi OS (32-bit),46.80%
Raspberry Pi OS (other),24.51%
Ubuntu,12.66%
RetroPie,4.92%
Recalbox,4.39%
LibreELEC,3.31%
Misc utility images,2.31%
RISC OS Pi,0.97%
TLXOS,0.12%
