Image,Percentage
Raspberry Pi OS (32-bit),47.59%
Raspberry Pi OS Lite (32-bit),13.79%
Raspberry Pi OS Full (32-bit),9.83%
Ubuntu Desktop 20.10 (RPi 4/400),6.04%
Raspberry Pi 4 EEPROM boot recovery,2.63%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),2.53%
RetroPie 4.7.1 (RPI 4/400),2.22%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),2.09%
Recalbox 7.1.1-Reloaded (Pi 3),1.71%
Ubuntu Server 20.10 (RPi 3/4/400),1.66%
LibreELEC (RPi2/RPi3),1.62%
RetroPie 4.7.1 (RPI 2/3),1.49%
LibreELEC (RPi4),1.34%
Ubuntu Server 20.10 (RPi 2/3/4/400),1.06%
RISC OS (5.28),0.87%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.79%
RetroPie 4.7.1 (RPI 1/Zero),0.67%
Ubuntu Core 18 (RPi 3/4),0.59%
LibreELEC (RPi0/RPi1),0.40%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.37%
Ubuntu Core 18 (RPi 2/3/4),0.35%
Recalbox 7.1.1-Reloaded (Pi 2),0.25%
TLXOS RPi 4.9.3 (latest),0.09%
TLXOS RPi 4.8.1 (LTS),0.02%
TLXOS RPi IoT 4.8.1 (LTS),0.01%
