Operating System,Percentage
Raspberry Pi OS (32-bit),38.61%
Raspberry Pi OS (other),22.40%
Ubuntu,14.59%
Bootloader,5.32%
OctoPi,4.78%
RetroPie,4.02%
Recalbox,2.68%
Manjaro ARM Linux,2.00%
LibreELEC,1.49%
OSMC,1.38%
Home Assistant,1.04%
Homebridge,0.87%
RISC OS Pi,0.59%
info-beamer digital signage,0.15%
TLXOS,0.05%
ALT,0.05%
