Operating System,Percentage
Raspberry Pi OS (32-bit),47.09%
Raspberry Pi OS (other),24.66%
Ubuntu,11.68%
RetroPie,5.28%
Recalbox,4.69%
LibreELEC,3.21%
Misc utility images,2.32%
RISC OS Pi,0.96%
TLXOS,0.12%
