Image,Percentage
Raspberry Pi OS (32-bit),44.02%
Raspberry Pi OS Lite (32-bit),14.28%
Raspberry Pi OS Full (32-bit),9.96%
Ubuntu Desktop 20.10 (RPi 4/400),6.00%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),3.48%
USB Boot,2.45%
RetroPie 4.7.1 (RPI 4/400),2.30%
Ubuntu Server 20.10 (RPi 3/4/400),1.95%
SD Card Boot,1.77%
RetroPie 4.7.1 (RPI 2/3),1.47%
LibreELEC (RPi4),1.37%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.35%
Recalbox 7.1.1-Reloaded (Pi 3),1.31%
Manjaro ARM KDE Plasma 21.04 (RPi 3/3+/4/400),1.03%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.94%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.93%
LibreELEC (RPi2/RPi3),0.92%
RetroPie 4.7.1 (RPI 1/Zero),0.73%
RISC OS (5.28),0.55%
Manjaro ARM XFCE 21.04 (RPi 3/3+/4/400),0.55%
Ubuntu Core 18 (RPi 3/4),0.51%
OctoPi,0.44%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.32%
Manjaro ARM MATE 21.04 (RPi 3/3+/4/400),0.31%
Ubuntu Core 18 (RPi 2/3/4),0.28%
Manjaro ARM Minimal 21.04 (RPi 3/3+/4/400),0.24%
LibreELEC (RPi0/RPi1),0.15%
Recalbox 7.1.1-Reloaded (Pi 2),0.12%
Network Boot,0.11%
Simply Linux 9.0 (Raspberry Pi 4),0.06%
TLXOS RPi 4.9.3 (latest),0.03%
ALT Workstation 9.1 (Raspberry Pi 4/3),0.02%
ALT Education 9.1 (Raspberry Pi 4/3),0.02%
OctoPi (mirror),0.01%
TLXOS RPi 4.8.1 (LTS),0.01%
