Operating System,Percentage
Raspberry Pi OS (32-bit),41.28%
Raspberry Pi OS (other),24.05%
Ubuntu,13.92%
RetroPie,5.63%
Recalbox,4.15%
Bootloader,4.00%
LibreELEC,3.40%
Manjaro ARM Linux,2.21%
RISC OS Pi,0.58%
OctoPi,0.47%
info-beamer digital signage,0.14%
ALT,0.10%
TLXOS,0.07%
