Operating System,Percentage
Raspberry Pi OS (32-bit),40.70%
Raspberry Pi OS (other),22.87%
Ubuntu,16.42%
RetroPie,4.67%
Bootloader,4.38%
Recalbox,4.19%
LibreELEC,2.57%
Manjaro ARM Linux,1.98%
Homebridge,0.78%
RISC OS Pi,0.67%
OctoPi,0.45%
info-beamer digital signage,0.21%
ALT,0.06%
TLXOS,0.06%
