Operating System,Percentage
Raspberry Pi OS (32-bit),43.15%
Raspberry Pi OS (other),23.61%
Ubuntu,14.09%
RetroPie,5.19%
Bootloader,4.09%
Recalbox,3.46%
LibreELEC,2.92%
Manjaro ARM Linux,2.23%
RISC OS Pi,0.76%
OctoPi,0.43%
TLXOS,0.08%
