Operating System,Percentage
Raspberry Pi OS (32-bit),43.69%
Raspberry Pi OS (other),23.99%
Ubuntu,13.49%
RetroPie,5.09%
Recalbox,3.62%
Bootloader,3.61%
LibreELEC,2.98%
Manjaro ARM Linux,1.93%
RISC OS Pi,0.74%
Misc utility images,0.39%
OctoPi,0.34%
TLXOS,0.08%
ALT,0.04%
