Operating System,Percentage
Raspberry Pi OS (32-bit),47.45%
Raspberry Pi OS (other),24.59%
Ubuntu,11.81%
RetroPie,4.91%
Recalbox,4.68%
LibreELEC,3.19%
Misc utility images,2.24%
RISC OS Pi,1.02%
TLXOS,0.12%
