Operating System,Percentage
Raspberry Pi OS (32-bit),41.03%
Raspberry Pi OS (other),23.82%
Ubuntu,14.09%
RetroPie,5.96%
Bootloader,3.98%
Recalbox,3.80%
LibreELEC,3.33%
Manjaro ARM Linux,2.59%
RISC OS Pi,0.81%
OctoPi,0.48%
TLXOS,0.11%
