Operating System,Percentage
Raspberry Pi OS (32-bit),46.28%
Raspberry Pi OS (other),24.45%
Ubuntu,13.05%
RetroPie,5.49%
Recalbox,3.97%
LibreELEC,3.21%
Misc utility images,2.45%
RISC OS Pi,1.01%
TLXOS,0.09%
