Image,Percentage
Raspberry Pi OS (32-bit),39.38%
Raspberry Pi OS Lite (32-bit),15.62%
Raspberry Pi OS Full (32-bit),7.84%
Ubuntu Desktop 21.04 (RPi 4/400),6.45%
OctoPi,4.42%
Ubuntu Server 20.04.3 LTS (RPi 3/4/400),3.45%
USB Boot,2.94%
Ubuntu Server 21.04 (RPi 3/4/400),2.36%
SD Card Boot,1.79%
RetroPie 4.7.1 (RPI 4/400),1.73%
LibreELEC (RPi4),1.27%
Recalbox 7.2.2-Reloaded - Pi3,1.25%
Ubuntu Server 21.04 (RPi 2/3/4/400),1.15%
RetroPie 4.7.1 (RPI 2/3),1.09%
Recalbox 7.2.2-Reloaded - Pi4 / Pi400,0.98%
Homebridge,0.84%
OSMC (Pi 2/3),0.78%
Ubuntu Server 20.04.3 LTS (RPi 2/3/4/400),0.71%
RetroPie 4.7.1 (RPI 1/Zero),0.64%
Home Assistant OS 6.2 (RPi 4/400),0.63%
Manjaro ARM KDE Plasma 21.08 (RPi 3/3+/4/400),0.53%
Manjaro ARM XFCE 21.08 (RPi 3/3+/4/400),0.52%
Ubuntu Core 20 (RPi 3/4),0.50%
RISC OS (5.28),0.50%
OSMC (Pi 4 / Pi 400),0.39%
Home Assistant OS 6.2 (RPi 3),0.38%
Ubuntu Core 20 (RPi 2/3/4),0.29%
Recalbox 7.2.2-Reloaded - Pi0 / Pi1 / GPiCase,0.21%
Manjaro ARM MATE 21.08 (RPi 3/3+/4/400),0.21%
Manjaro ARM Gnome 21.08 (RPi 3/3+/4/400),0.19%
OctoPi (mirror),0.16%
Network Boot,0.14%
Manjaro ARM Minimal 21.08 (RPi 3/3+/4/400),0.13%
info-beamer OS,0.11%
OSMC (Pi 0/1),0.10%
Recalbox 7.2.2-Reloaded - Pi2,0.09%
TLXOS RPi 4.10.0 (latest),0.08%
Manjaro ARM Sway 21.08 (RPi 3/3+/4/400),0.08%
TLXOS RPi 4.8.2 (LTS),0.03%
info-beamer OS (testing),0.01%
ALT Workstation 9.2 (Raspberry Pi 4/3),0.01%
ALT Education 9.2 (Raspberry Pi 4/3),0.01%
