Operating System,Percentage
Raspberry Pi OS (32-bit),42.84%
Raspberry Pi OS (other),23.79%
Ubuntu,14.24%
RetroPie,4.89%
Bootloader,4.31%
Recalbox,3.71%
LibreELEC,2.81%
Manjaro ARM Linux,2.09%
RISC OS Pi,0.65%
OctoPi,0.47%
ALT,0.09%
info-beamer digital signage,0.06%
TLXOS,0.06%
Misc utility images,0.00%
