Image,Percentage
Raspberry Pi OS (32-bit),42.07%
Raspberry Pi OS Lite (32-bit),13.54%
Raspberry Pi OS Full (32-bit),9.38%
Ubuntu Desktop 21.04 (RPi 4/400),7.69%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),3.53%
SD Card Boot,2.65%
Ubuntu Server 21.04 (RPi 3/4/400),2.57%
RetroPie 4.7.1 (RPI 4/400),2.30%
Recalbox 7.2-Reloaded - Pi4 / Pi400,1.82%
USB Boot,1.79%
Recalbox 7.2-Reloaded - Pi3,1.51%
RetroPie 4.7.1 (RPI 2/3),1.34%
Ubuntu Server 21.04 (RPi 2/3/4/400),1.18%
LibreELEC (RPi4),1.18%
LibreELEC (RPi2/RPi3),0.99%
Manjaro ARM KDE Plasma 21.04 (RPi 3/3+/4/400),0.88%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.80%
RISC OS (5.28),0.67%
RetroPie 4.7.1 (RPI 1/Zero),0.50%
Manjaro ARM XFCE 21.04 (RPi 3/3+/4/400),0.50%
Ubuntu Core 18 (RPi 3/4),0.46%
OctoPi,0.39%
Manjaro ARM MATE 21.04 (RPi 3/3+/4/400),0.37%
Recalbox 7.2-Reloaded - Pi0 / Pi1 / GPiCase,0.37%
Ubuntu Core 18 (RPi 2/3/4),0.31%
info-beamer OS,0.24%
LibreELEC (RPi0/RPi1),0.20%
Network Boot,0.18%
Manjaro ARM Minimal 21.04 (RPi 3/3+/4/400),0.18%
Homebridge,0.16%
Recalbox 7.2-Reloaded - Pi2,0.12%
TLXOS RPi 4.9.3 (latest),0.07%
ALT Workstation 9.1 (Raspberry Pi 4/3),0.03%
TLXOS RPi 4.8.1 (LTS),0.02%
info-beamer OS (testing),0.01%
TLXOS RPi IoT 4.8.1 (LTS),0.01%
ALT Education 9.1 (Raspberry Pi 4/3),0.01%
