Operating System,Percentage
Raspberry Pi OS (32-bit),38.54%
Raspberry Pi OS (other),22.52%
Ubuntu,14.46%
Bootloader,5.24%
OctoPi,4.98%
RetroPie,4.01%
Recalbox,2.65%
Manjaro ARM Linux,1.98%
LibreELEC,1.48%
OSMC,1.37%
Home Assistant,1.06%
Homebridge,0.89%
RISC OS Pi,0.58%
info-beamer digital signage,0.15%
ALT,0.05%
TLXOS,0.05%
