Operating System,Percentage
Raspberry Pi OS (32-bit),48.09%
Raspberry Pi OS (other),24.41%
Ubuntu,11.81%
RetroPie,4.89%
Recalbox,4.34%
LibreELEC,3.15%
Misc utility images,1.98%
RISC OS Pi,1.23%
TLXOS,0.10%
