Image,Percentage
Raspberry Pi OS (32-bit),48.53%
Raspberry Pi OS Lite (32-bit),16.15%
Raspberry Pi OS Full (32-bit),10.01%
Ubuntu Desktop 20.10 (RPi 4/400),4.74%
RetroPie 4.7.1 (RPI 4/400),2.56%
Ubuntu Server 20.04.1 LTS (RPi 3/4),2.18%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),2.02%
Raspberry Pi 4 EEPROM boot recovery,1.97%
Ubuntu Server 20.10 (RPi 3/4/400),1.65%
Recalbox 7.1.1-Reloaded (Pi 3),1.48%
RetroPie 4.7.1 (RPI 2/3),1.39%
LibreELEC (RPi4),1.37%
LibreELEC (RPi2/RPi3),1.08%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.93%
RISC OS (5.28),0.90%
Ubuntu Core 18 (RPi 3/4),0.52%
Ubuntu Server 20.04.1 LTS (RPi 2/3/4),0.50%
RetroPie 4.7.1 (RPI 1/Zero),0.50%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.40%
Recalbox 7.1.1-Reloaded (Pi 2),0.37%
Ubuntu Core 18 (RPi 2/3/4),0.29%
LibreELEC (RPi0/RPi1),0.27%
TLXOS RPi 4.9.2 (latest),0.15%
TLXOS RPi 4.8.0 (LTS),0.05%
TLXOS RPi IoT 4.8.0 (LTS),0.02%
