Image,Percentage
Raspberry Pi OS (32-bit),46.24%
Raspberry Pi OS Lite (32-bit),14.13%
Raspberry Pi OS Full (32-bit),10.13%
Ubuntu Desktop 20.10 (RPi 4/400),5.75%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),2.97%
RetroPie 4.7.1 (RPI 4/400),2.31%
Raspberry Pi 4 EEPROM boot recovery,2.27%
Ubuntu Server 20.10 (RPi 3/4/400),1.95%
RetroPie 4.7.1 (RPI 2/3),1.87%
Recalbox 7.1.1-Reloaded (Pi 3),1.55%
LibreELEC (RPi4),1.46%
LibreELEC (RPi2/RPi3),1.31%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.17%
Ubuntu Server 20.10 (RPi 2/3/4/400),1.07%
Manjaro ARM KDE Plasma 21.02 (RPi 3/3+/4/400),1.02%
RISC OS (5.28),0.71%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.71%
RetroPie 4.7.1 (RPI 1/Zero),0.68%
Ubuntu Core 18 (RPi 3/4),0.55%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.44%
Manjaro ARM XFCE 21.02 (RPi 3/3+/4/400),0.33%
Ubuntu Core 18 (RPi 2/3/4),0.30%
Recalbox 7.1.1-Reloaded (Pi 2),0.28%
Manjaro ARM MATE 21.02 (RPi 3/3+/4/400),0.26%
LibreELEC (RPi0/RPi1),0.22%
Manjaro ARM Minimal 21.02 (RPi 3/3+/4/400),0.18%
TLXOS RPi 4.9.3 (latest),0.10%
TLXOS RPi IoT 4.8.1 (LTS),0.03%
TLXOS RPi 4.8.1 (LTS),0.01%
