Operating System,Percentage
Raspberry Pi OS (32-bit),48.09%
Raspberry Pi OS (other),25.34%
Ubuntu,11.59%
Recalbox,4.66%
RetroPie,4.59%
LibreELEC,2.69%
Misc utility images,2.16%
RISC OS Pi,0.78%
TLXOS,0.09%
