Operating System,Percentage
Raspberry Pi OS (32-bit),42.11%
Raspberry Pi OS (other),23.24%
Ubuntu,15.36%
RetroPie,4.91%
Bootloader,4.26%
Recalbox,3.74%
LibreELEC,2.83%
Manjaro ARM Linux,2.09%
RISC OS Pi,0.62%
OctoPi,0.52%
info-beamer digital signage,0.22%
ALT,0.07%
TLXOS,0.05%
Misc utility images,0.00%
