Operating System,Percentage
Raspberry Pi OS (32-bit),39.85%
Raspberry Pi OS (other),23.83%
Ubuntu,13.89%
Bootloader,5.06%
OctoPi,4.27%
RetroPie,3.56%
Recalbox,2.18%
Manjaro ARM Linux,1.97%
LibreELEC,1.46%
OSMC,1.30%
Home Assistant,1.00%
Homebridge,0.74%
RISC OS Pi,0.61%
info-beamer digital signage,0.20%
ALT,0.06%
TLXOS,0.04%
