Operating System,Percentage
Raspberry Pi OS (32-bit),39.19%
Raspberry Pi OS (other),24.77%
Ubuntu,13.99%
OctoPi,4.62%
Bootloader,4.39%
RetroPie,3.53%
Recalbox,2.39%
Manjaro ARM Linux,1.52%
LibreELEC,1.40%
OSMC,1.25%
Home Assistant,1.13%
Homebridge,1.04%
RISC OS Pi,0.57%
info-beamer digital signage,0.14%
TLXOS,0.04%
ALT,0.03%
