Image,Percentage
Raspberry Pi OS (32-bit),46.79%
Raspberry Pi OS Lite (32-bit),14.36%
Raspberry Pi OS Full (32-bit),10.01%
Ubuntu Desktop 20.10 (RPi 4/400),6.06%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),2.90%
RetroPie 4.7.1 (RPI 4/400),2.84%
Raspberry Pi 4 EEPROM boot recovery,2.41%
RetroPie 4.7.1 (RPI 2/3),1.83%
Ubuntu Server 20.10 (RPi 3/4/400),1.73%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.70%
LibreELEC (RPi4),1.56%
Recalbox 7.1.1-Reloaded (Pi 3),1.50%
RISC OS (5.28),1.19%
LibreELEC (RPi2/RPi3),1.19%
Ubuntu Server 20.10 (RPi 2/3/4/400),1.04%
RetroPie 4.7.1 (RPI 1/Zero),0.63%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.59%
Ubuntu Core 18 (RPi 3/4),0.44%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.35%
LibreELEC (RPi0/RPi1),0.30%
Ubuntu Core 18 (RPi 2/3/4),0.30%
Recalbox 7.1.1-Reloaded (Pi 2),0.19%
TLXOS RPi 4.9.3 (latest),0.04%
TLXOS RPi 4.8.1 (LTS),0.04%
