Operating System,Percentage
Raspberry Pi OS (32-bit),40.84%
Raspberry Pi OS (other),21.89%
Ubuntu,14.36%
Bootloader,5.15%
OctoPi,4.94%
RetroPie,3.70%
Recalbox,2.34%
Manjaro ARM Linux,1.71%
LibreELEC,1.29%
Homebridge,1.03%
OSMC,1.00%
Home Assistant,0.90%
RISC OS Pi,0.56%
info-beamer digital signage,0.20%
ALT,0.06%
TLXOS,0.04%
