Operating System,Percentage
Raspberry Pi OS (32-bit),42.81%
Raspberry Pi OS (other),24.07%
Ubuntu,13.71%
RetroPie,4.83%
Bootloader,4.51%
Recalbox,3.79%
LibreELEC,2.85%
Manjaro ARM Linux,2.19%
RISC OS Pi,0.61%
OctoPi,0.46%
ALT,0.11%
TLXOS,0.06%
