Operating System,Percentage
Raspberry Pi OS (32-bit),41.10%
Raspberry Pi OS (other),22.80%
Ubuntu,16.13%
RetroPie,4.84%
Recalbox,4.34%
Bootloader,4.27%
LibreELEC,2.75%
Manjaro ARM Linux,2.03%
RISC OS Pi,0.67%
OctoPi,0.46%
Homebridge,0.28%
info-beamer digital signage,0.20%
ALT,0.06%
TLXOS,0.06%
Misc utility images,0.00%
