Image,Percentage
Raspberry Pi OS (32-bit),43.97%
Raspberry Pi OS Lite (32-bit),14.07%
Raspberry Pi OS Full (32-bit),9.28%
Ubuntu Desktop 20.10 (RPi 4/400),6.26%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),3.62%
RetroPie 4.7.1 (RPI 4/400),2.38%
Ubuntu Server 20.10 (RPi 3/4/400),2.25%
USB Boot,1.99%
SD Card Boot,1.97%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.56%
Recalbox 7.1.1-Reloaded (Pi 3),1.49%
RetroPie 4.7.1 (RPI 2/3),1.36%
LibreELEC (RPi4),1.22%
Ubuntu Server 20.10 (RPi 2/3/4/400),1.19%
LibreELEC (RPi2/RPi3),1.13%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.93%
Manjaro ARM KDE Plasma 21.04 (RPi 3/3+/4/400),0.81%
RISC OS (5.28),0.61%
RetroPie 4.7.1 (RPI 1/Zero),0.57%
Ubuntu Core 18 (RPi 3/4),0.51%
OctoPi,0.50%
Manjaro ARM XFCE 21.04 (RPi 3/3+/4/400),0.47%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.37%
LibreELEC (RPi0/RPi1),0.30%
Ubuntu Core 18 (RPi 2/3/4),0.23%
Manjaro ARM MATE 21.04 (RPi 3/3+/4/400),0.23%
info-beamer OS,0.21%
Manjaro ARM Minimal 21.04 (RPi 3/3+/4/400),0.15%
Network Boot,0.11%
Recalbox 7.1.1-Reloaded (Pi 2),0.09%
TLXOS RPi 4.9.3 (latest),0.07%
info-beamer OS (testing),0.04%
ALT Workstation 9.1 (Raspberry Pi 4/3),0.03%
ALT Education 9.1 (Raspberry Pi 4/3),0.03%
Simply Linux 9.0 (Raspberry Pi 4),0.01%
OctoPi (mirror),0.01%
