Operating System,Percentage
Raspberry Pi OS (32-bit),40.84%
Raspberry Pi OS (other),22.33%
Ubuntu,16.39%
RetroPie,5.06%
Recalbox,4.42%
Bootloader,4.08%
LibreELEC,2.73%
Manjaro ARM Linux,1.78%
Homebridge,0.88%
RISC OS Pi,0.56%
OctoPi,0.56%
info-beamer digital signage,0.18%
TLXOS,0.09%
ALT,0.09%
