Operating System,Percentage
Raspberry Pi OS (32-bit),46.37%
Raspberry Pi OS (other),24.63%
Ubuntu,12.78%
RetroPie,5.19%
Recalbox,4.25%
LibreELEC,3.31%
Misc utility images,2.37%
RISC OS Pi,0.99%
TLXOS,0.11%
