Operating System,Percentage
Raspberry Pi OS (32-bit),43.03%
Raspberry Pi OS (other),23.89%
Ubuntu,14.03%
RetroPie,4.90%
Bootloader,4.31%
Recalbox,3.55%
LibreELEC,2.84%
Manjaro ARM Linux,2.12%
RISC OS Pi,0.67%
OctoPi,0.48%
ALT,0.08%
TLXOS,0.06%
info-beamer digital signage,0.04%
