Operating System,Percentage
Raspberry Pi OS (32-bit),39.52%
Raspberry Pi OS (other),22.97%
Ubuntu,16.20%
RetroPie,5.25%
Recalbox,4.87%
Bootloader,4.15%
LibreELEC,3.32%
Manjaro ARM Linux,2.27%
RISC OS Pi,0.75%
OctoPi,0.42%
info-beamer digital signage,0.17%
ALT,0.07%
TLXOS,0.01%
