Operating System,Percentage
Raspberry Pi OS (32-bit),44.06%
Raspberry Pi OS (other),24.79%
Ubuntu,13.14%
RetroPie,6.13%
Recalbox,4.63%
LibreELEC,3.70%
Misc utility images,2.48%
RISC OS Pi,1.00%
TLXOS,0.07%
