Image,Percentage
Raspberry Pi OS (32-bit),43.61%
Raspberry Pi OS Lite (32-bit),14.29%
Raspberry Pi OS Full (32-bit),9.60%
Ubuntu Desktop 20.10 (RPi 4/400),5.91%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),3.08%
RetroPie 4.7.1 (RPI 4/400),2.60%
USB Boot,2.11%
Ubuntu Server 20.10 (RPi 3/4/400),1.91%
SD Card Boot,1.82%
RetroPie 4.7.1 (RPI 2/3),1.67%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.53%
Recalbox 7.1.1-Reloaded (Pi 3),1.50%
LibreELEC (RPi4),1.42%
LibreELEC (RPi2/RPi3),1.20%
Manjaro ARM KDE Plasma 21.02 (RPi 3/3+/4/400),1.03%
Ubuntu Server 20.10 (RPi 2/3/4/400),1.02%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.81%
RISC OS (5.28),0.70%
RetroPie 4.7.1 (RPI 1/Zero),0.69%
Manjaro ARM XFCE 21.02 (RPi 3/3+/4/400),0.55%
Ubuntu Core 18 (RPi 3/4),0.55%
OctoPi,0.38%
Manjaro ARM MATE 21.02 (RPi 3/3+/4/400),0.36%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.34%
Ubuntu Core 18 (RPi 2/3/4),0.30%
LibreELEC (RPi0/RPi1),0.26%
Manjaro ARM Minimal 21.02 (RPi 3/3+/4/400),0.22%
Recalbox 7.1.1-Reloaded (Pi 2),0.17%
Network Boot,0.16%
Raspberry Pi 4 EEPROM boot recovery,0.08%
TLXOS RPi 4.9.3 (latest),0.05%
ALT Workstation 9.1 (Raspberry Pi 4/3),0.02%
ALT Education 9.1 (Raspberry Pi 4/3),0.02%
Simply Linux 9.0 (Raspberry Pi 4),0.01%
OctoPi (mirror),0.01%
TLXOS RPi 4.8.1 (LTS),0.01%
TLXOS RPi IoT 4.8.1 (LTS),0.01%
