Operating System,Percentage
Raspberry Pi OS (32-bit),47.56%
Raspberry Pi OS (other),24.94%
Ubuntu,11.82%
RetroPie,4.94%
Recalbox,4.43%
LibreELEC,3.06%
Misc utility images,2.23%
RISC OS Pi,0.89%
TLXOS,0.13%
