Operating System,Percentage
Raspberry Pi OS (32-bit),46.96%
Raspberry Pi OS (other),24.34%
Ubuntu,11.65%
RetroPie,5.92%
Recalbox,4.70%
LibreELEC,3.34%
Misc utility images,2.21%
RISC OS Pi,0.79%
TLXOS,0.10%
