Operating System,Percentage
Raspberry Pi OS (32-bit),39.14%
Raspberry Pi OS (other),21.90%
Ubuntu,14.73%
Bootloader,5.40%
OctoPi,4.73%
RetroPie,4.05%
Recalbox,2.61%
Manjaro ARM Linux,1.93%
LibreELEC,1.43%
OSMC,1.33%
Home Assistant,1.05%
Homebridge,0.86%
RISC OS Pi,0.59%
info-beamer digital signage,0.14%
TLXOS,0.06%
ALT,0.05%
