Operating System,Percentage
Raspberry Pi OS (32-bit),47.93%
Raspberry Pi OS (other),24.58%
Ubuntu,11.48%
RetroPie,5.44%
Recalbox,3.96%
LibreELEC,3.28%
Misc utility images,2.30%
RISC OS Pi,0.92%
TLXOS,0.10%
