Operating System,Percentage
Raspberry Pi OS (32-bit),45.26%
Raspberry Pi OS (other),24.80%
Ubuntu,11.59%
RetroPie,5.53%
Recalbox,5.44%
LibreELEC,4.00%
Misc utility images,2.22%
RISC OS Pi,1.00%
TLXOS,0.15%
