Operating System,Percentage
Raspberry Pi OS (32-bit),42.47%
Raspberry Pi OS (other),23.61%
Ubuntu,14.50%
RetroPie,4.95%
Bootloader,4.29%
Recalbox,3.92%
LibreELEC,2.84%
Manjaro ARM Linux,2.08%
RISC OS Pi,0.65%
OctoPi,0.47%
ALT,0.09%
info-beamer digital signage,0.08%
TLXOS,0.06%
Misc utility images,0.00%
