Operating System,Percentage
Raspberry Pi OS (32-bit),38.47%
Raspberry Pi OS (other),21.86%
Ubuntu,14.71%
Bootloader,5.42%
OctoPi,4.86%
RetroPie,4.13%
Recalbox,2.69%
Manjaro ARM Linux,2.05%
LibreELEC,1.68%
OSMC,1.35%
Home Assistant,1.06%
Homebridge,0.85%
RISC OS Pi,0.61%
info-beamer digital signage,0.15%
TLXOS,0.05%
ALT,0.05%
