Image,Percentage
Raspberry Pi OS (32-bit),47.50%
Raspberry Pi OS Lite (32-bit),14.69%
Raspberry Pi OS Full (32-bit),9.98%
Ubuntu Desktop 20.10 (RPi 4/400),5.66%
RetroPie 4.7.1 (RPI 4/400),2.66%
Raspberry Pi 4 EEPROM boot recovery,2.26%
Ubuntu Server 20.04.1 LTS (RPi 3/4),2.17%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),2.04%
Recalbox 7.1.1-Reloaded (Pi 3),1.91%
RetroPie 4.7.1 (RPI 2/3),1.62%
Ubuntu Server 20.10 (RPi 3/4/400),1.62%
LibreELEC (RPi4),1.55%
LibreELEC (RPi2/RPi3),1.30%
RISC OS (5.28),1.00%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.93%
RetroPie 4.7.1 (RPI 1/Zero),0.63%
Ubuntu Server 20.04.1 LTS (RPi 2/3/4),0.60%
Ubuntu Core 18 (RPi 3/4),0.49%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.42%
LibreELEC (RPi0/RPi1),0.32%
Ubuntu Core 18 (RPi 2/3/4),0.30%
Recalbox 7.1.1-Reloaded (Pi 2),0.23%
TLXOS RPi 4.9.2 (latest),0.10%
TLXOS RPi 4.8.0 (LTS),0.01%
TLXOS RPi IoT 4.8.0 (LTS),0.01%
