Operating System,Percentage
Raspberry Pi OS (32-bit),46.69%
Raspberry Pi OS (other),24.71%
Ubuntu,12.36%
RetroPie,5.07%
Recalbox,4.45%
LibreELEC,3.31%
Misc utility images,2.29%
RISC OS Pi,0.99%
TLXOS,0.12%
