Operating System,Percentage
Raspberry Pi OS (32-bit),38.52%
Raspberry Pi OS (other),23.60%
Ubuntu,14.19%
OctoPi,4.95%
Bootloader,4.93%
RetroPie,3.87%
Recalbox,2.46%
Manjaro ARM Linux,1.87%
LibreELEC,1.43%
OSMC,1.36%
Home Assistant,1.07%
Homebridge,0.93%
RISC OS Pi,0.54%
info-beamer digital signage,0.16%
TLXOS,0.06%
ALT,0.05%
