Operating System,Percentage
Raspberry Pi OS (32-bit),45.90%
Raspberry Pi OS (other),24.64%
Ubuntu,11.94%
RetroPie,5.44%
Recalbox,5.12%
LibreELEC,3.43%
Misc utility images,2.40%
RISC OS Pi,1.02%
TLXOS,0.11%
