Image,Percentage
Raspberry Pi OS (32-bit),45.80%
Raspberry Pi OS Lite (32-bit),14.72%
Raspberry Pi OS Full (32-bit),9.64%
Ubuntu Desktop 20.10 (RPi 4/400),5.81%
RetroPie 4.7.1 (RPI 4/400),3.06%
Recalbox 7.1.1-Reloaded (Pi 3),2.49%
Raspberry Pi 4 EEPROM boot recovery,2.44%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),2.17%
Ubuntu Server 20.04.1 LTS (RPi 3/4),1.95%
LibreELEC (RPi4),1.91%
RetroPie 4.7.1 (RPI 2/3),1.83%
Ubuntu Server 20.10 (RPi 3/4/400),1.79%
LibreELEC (RPi2/RPi3),1.45%
RISC OS (5.28),0.93%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.83%
RetroPie 4.7.1 (RPI 1/Zero),0.67%
Ubuntu Server 20.04.1 LTS (RPi 2/3/4),0.60%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.47%
Ubuntu Core 18 (RPi 3/4),0.41%
LibreELEC (RPi0/RPi1),0.31%
Ubuntu Core 18 (RPi 2/3/4),0.31%
Recalbox 7.1.1-Reloaded (Pi 2),0.30%
TLXOS RPi 4.9.2 (latest),0.09%
TLXOS RPi IoT 4.8.0 (LTS),0.02%
TLXOS RPi 4.8.0 (LTS),0.01%
