Operating System,Percentage
Raspberry Pi OS (32-bit),42.10%
Raspberry Pi OS (other),23.24%
Ubuntu,15.22%
RetroPie,4.89%
Bootloader,4.24%
Recalbox,4.10%
LibreELEC,2.78%
Manjaro ARM Linux,2.05%
RISC OS Pi,0.65%
OctoPi,0.47%
info-beamer digital signage,0.13%
ALT,0.07%
TLXOS,0.06%
Homebridge,0.01%
Misc utility images,0.00%
