Operating System,Percentage
Raspberry Pi OS (32-bit),44.44%
Raspberry Pi OS (other),24.09%
Ubuntu,12.59%
RetroPie,5.24%
Bootloader,3.94%
Recalbox,3.54%
LibreELEC,2.98%
Manjaro ARM Linux,2.10%
RISC OS Pi,0.69%
OctoPi,0.32%
TLXOS,0.08%
Misc utility images,0.00%
